order_id,order_date,customer_id,customer_segment,country,city,product_category,product_name,quantity,unit_price,discount_applied,tax_amount,total_amount,payment_method,order_status,updated_at
1471,18-04-2023,C3838,Consumer,USA,San Francisco,Electronics,Laptop,5,2782,0,1391,15301,Debit Card,Completed,18-04-2023
1472,12-04-2023,C5280,Consumer,India,Mumbai,Groceries,Rice,2,249,150,49.8,397.8,Debit Card,Completed,12-04-2023
1473,28-10-2023,C7496,Home Office,UK,London,Fashion,T-Shirt,3,2094,150,628.2,6760.2,UPI,Returned,28-10-2023
1474,21-11-2024,C1069,Corporate,UK,Manchester,Groceries,Spices,1,441,50,44.1,435.1,UPI,Completed,21-11-2024
1475,02-10-2025,C8336,Home Office,UK,London,Electronics,Laptop,5,1346,0,673,7403,Cash,Cancelled,02-10-2025
1476,05-07-2022,C8748,Home Office,USA,New York,Groceries,Oil,5,235,100,117.5,1192.5,Debit Card,Returned,05-07-2022
1477,13-08-2023,C6326,Consumer,UK,London,Groceries,Oil,1,2611,0,261.1,2872.1,Net Banking,Cancelled,13-08-2023
1478,30-08-2021,C6621,Corporate,India,Mumbai,Fashion,Jeans,2,1725,100,345,3695,UPI,Cancelled,30-08-2021
1479,24-03-2025,C5821,Corporate,India,Mumbai,Electronics,Headphones,3,1689,0,506.7,5573.7,UPI,Completed,24-03-2025
1480,11-10-2024,C4955,Home Office,UK,London,Groceries,Spices,5,2200,100,1100,12000,Credit Card,Returned,11-10-2024
1481,20-12-2021,C3467,Corporate,Germany,Berlin,Home Appliances,Refrigerator,2,1548,150,309.6,3255.6,Cash,Completed,20-12-2021
1482,16-03-2022,C9798,Corporate,USA,Chicago,Home Appliances,Microwave,1,2612,100,261.2,2773.2,UPI,Completed,16-03-2022
1483,21-07-2024,C1128,Corporate,India,Mumbai,Fashion,T-Shirt,2,2703,150,540.6,5796.6,Net Banking,Cancelled,21-07-2024
1484,22-12-2025,C8164,Corporate,India,Delhi,Home Appliances,Refrigerator,5,2219,50,1109.5,12154.5,UPI,Returned,22-12-2025
1485,31-01-2025,C4683,Home Office,Germany,Berlin,Home Appliances,Refrigerator,2,2749,50,549.8,5997.8,Cash,Cancelled,31-01-2025
1486,26-01-2025,C6572,Consumer,UK,London,Home Appliances,Washing Machine,2,2727,0,545.4,5999.4,Debit Card,Cancelled,26-01-2025
1487,04-08-2022,C2366,Corporate,Germany,Munich,Groceries,Oil,4,1575,150,630,6780,UPI,Returned,04-08-2022
1488,11-12-2024,C9815,Consumer,USA,Chicago,Fashion,Jeans,2,589,100,117.8,1195.8,UPI,Returned,11-12-2024
1489,10-07-2021,C1835,Home Office,Germany,Munich,Groceries,Spices,3,1500,100,450,4850,Credit Card,Cancelled,10-07-2021
1490,24-05-2023,C2536,Home Office,UK,London,Home Appliances,Washing Machine,1,275,150,27.5,152.5,Credit Card,Cancelled,24-05-2023
1491,04-11-2021,C3472,Home Office,UK,Manchester,Fashion,T-Shirt,5,2100,150,1050,11400,Credit Card,Completed,04-11-2021
1492,23-01-2022,C7064,Consumer,UK,London,Home Appliances,Microwave,5,2145,50,1072.5,11747.5,Cash,Completed,23-01-2022
1493,19-12-2022,C4418,Corporate,USA,Chicago,Electronics,Laptop,4,926,0,370.4,4074.4,UPI,Completed,19-12-2022
1494,08-03-2022,C9716,Home Office,Germany,Berlin,Fashion,T-Shirt,1,2157,100,215.7,2272.7,Credit Card,Returned,08-03-2022
1495,07-07-2021,C1207,Consumer,UK,Manchester,Electronics,Laptop,3,1457,150,437.1,4658.1,Credit Card,Completed,07-07-2021
1496,05-08-2023,C3566,Corporate,USA,San Francisco,Electronics,Laptop,1,2541,50,254.1,2745.1,UPI,Completed,05-08-2023
1497,21-11-2025,C4075,Consumer,India,Chennai,Groceries,Rice,3,2774,0,832.2,9154.2,Debit Card,Returned,21-11-2025
1498,14-06-2025,C8447,Corporate,UK,London,Electronics,Laptop,5,1978,100,989,10779,Credit Card,Completed,14-06-2025
1499,15-12-2024,C1785,Consumer,USA,New York,Electronics,Headphones,2,2197,0,439.4,4833.4,Net Banking,Completed,15-12-2024
1500,21-10-2021,C7581,Home Office,USA,Austin,Home Appliances,Refrigerator,2,968,0,193.6,2129.6,Cash,Returned,21-10-2021
1501,17-10-2021,C1328,Consumer,USA,San Francisco,Electronics,Mobile,4,1699,150,679.6,7325.6,UPI,Returned,17-10-2021
1502,07-05-2022,C3800,Consumer,India,Mumbai,Fashion,T-Shirt,2,627,0,125.4,1379.4,Credit Card,Returned,07-05-2022
1503,20-06-2021,C8775,Corporate,Germany,Berlin,Fashion,T-Shirt,2,2157,0,431.4,4745.4,Cash,Returned,20-06-2021
1504,21-10-2025,C6148,Corporate,UK,London,Home Appliances,Washing Machine,2,309,0,61.8,679.8,Net Banking,Returned,21-10-2025
1505,08-12-2025,C3045,Corporate,India,Chennai,Electronics,Headphones,3,929,100,278.7,2965.7,Credit Card,Cancelled,08-12-2025
1506,04-10-2022,C6747,Home Office,USA,Chicago,Electronics,Mobile,5,2132,100,1066,11626,UPI,Cancelled,04-10-2022
1507,31-05-2025,C7894,Consumer,India,Mumbai,Fashion,Shoes,2,1632,150,326.4,3440.4,Credit Card,Completed,31-05-2025
1508,25-06-2023,C3519,Corporate,USA,New York,Groceries,Rice,5,401,50,200.5,2155.5,Debit Card,Completed,25-06-2023
1509,11-07-2023,C4183,Corporate,India,Bangalore,Electronics,Headphones,4,1758,100,703.2,7635.2,Debit Card,Completed,11-07-2023
1510,30-03-2023,C5429,Corporate,India,Bangalore,Groceries,Rice,3,538,50,161.4,1725.4,Credit Card,Cancelled,30-03-2023
1511,04-01-2025,C2245,Corporate,UK,London,Home Appliances,Microwave,4,1840,50,736,8046,Credit Card,Cancelled,04-01-2025
1512,10-10-2022,C9228,Consumer,UK,Manchester,Groceries,Oil,4,2363,50,945.2,10347.2,Net Banking,Cancelled,10-10-2022
1513,05-02-2024,C6145,Home Office,USA,Austin,Groceries,Oil,3,1463,50,438.9,4777.9,Cash,Cancelled,05-02-2024
1514,09-01-2021,C5397,Corporate,USA,San Francisco,Fashion,Shoes,4,1689,150,675.6,7281.6,Credit Card,Returned,09-01-2021
1515,17-08-2021,C9473,Home Office,Germany,Berlin,Home Appliances,Washing Machine,1,2719,50,271.9,2940.9,Debit Card,Completed,17-08-2021
1516,23-09-2024,C8489,Home Office,UK,London,Fashion,T-Shirt,4,809,0,323.6,3559.6,Debit Card,Cancelled,23-09-2024
1517,13-12-2021,C6217,Corporate,India,Delhi,Groceries,Oil,2,1549,50,309.8,3357.8,UPI,Completed,13-12-2021
1518,29-10-2025,C6550,Consumer,UK,London,Fashion,T-Shirt,5,1576,50,788,8618,Cash,Returned,29-10-2025
1519,11-04-2022,C2002,Corporate,Germany,Berlin,Fashion,Shoes,2,1588,0,317.6,3493.6,UPI,Completed,11-04-2022
1520,23-04-2025,C5087,Consumer,Germany,Berlin,Groceries,Oil,1,1977,0,197.7,2174.7,Net Banking,Cancelled,23-04-2025
1521,07-07-2024,C6057,Home Office,UK,Manchester,Fashion,Jeans,5,802,100,401,4311,UPI,Completed,07-07-2024
1522,19-09-2024,C4368,Corporate,USA,Austin,Groceries,Rice,3,1576,50,472.8,5150.8,Debit Card,Returned,19-09-2024
1523,16-10-2024,C3490,Corporate,USA,Austin,Electronics,Laptop,3,1937,0,581.1,6392.1,Debit Card,Returned,16-10-2024
1524,17-02-2023,C6952,Home Office,USA,New York,Home Appliances,Microwave,2,2512,150,502.4,5376.4,UPI,Cancelled,17-02-2023
1525,17-10-2021,C9510,Home Office,UK,London,Electronics,Laptop,1,2158,50,215.8,2323.8,Credit Card,Completed,17-10-2021
1526,17-09-2023,C3068,Corporate,UK,Manchester,Electronics,Mobile,2,1643,100,328.6,3514.6,Cash,Completed,17-09-2023
1527,05-12-2021,C3102,Corporate,India,Bangalore,Home Appliances,Microwave,5,1560,100,780,8480,Debit Card,Completed,05-12-2021
1528,30-10-2023,C3641,Home Office,USA,Austin,Electronics,Mobile,1,1811,50,181.1,1942.1,Credit Card,Completed,30-10-2023
1529,24-02-2024,C2088,Home Office,Germany,Berlin,Home Appliances,Refrigerator,5,944,50,472,5142,Credit Card,Completed,24-02-2024
1530,11-09-2023,C7701,Home Office,Germany,Munich,Home Appliances,Washing Machine,1,2138,100,213.8,2251.8,Net Banking,Completed,11-09-2023
1531,26-06-2023,C2127,Corporate,India,Mumbai,Home Appliances,Washing Machine,3,244,50,73.2,755.2,UPI,Returned,26-06-2023
1532,26-08-2022,C1420,Corporate,India,Chennai,Groceries,Rice,1,314,0,31.4,345.4,UPI,Returned,26-08-2022
1533,22-09-2025,C8849,Consumer,India,Mumbai,Home Appliances,Microwave,4,2633,0,1053.2,11585.2,Credit Card,Returned,22-09-2025
1534,27-06-2025,C9453,Home Office,UK,London,Electronics,Mobile,4,547,0,218.8,2406.8,Debit Card,Completed,27-06-2025
1535,22-06-2022,C2297,Consumer,India,Delhi,Electronics,Laptop,1,1371,0,137.1,1508.1,Cash,Completed,22-06-2022
1536,20-03-2025,C1852,Home Office,Germany,Berlin,Fashion,T-Shirt,4,682,0,272.8,3000.8,Net Banking,Cancelled,20-03-2025
1537,04-07-2024,C5544,Consumer,Germany,Munich,Electronics,Mobile,4,1266,150,506.4,5420.4,UPI,Returned,04-07-2024
1538,04-06-2025,C4097,Home Office,Germany,Munich,Groceries,Spices,2,1463,0,292.6,3218.6,Credit Card,Returned,04-06-2025
1539,14-08-2022,C7847,Consumer,India,Delhi,Groceries,Rice,1,2864,50,286.4,3100.4,UPI,Completed,14-08-2022
1540,05-03-2024,C9240,Consumer,USA,Chicago,Home Appliances,Washing Machine,2,1971,150,394.2,4186.2,Credit Card,Completed,05-03-2024
1541,07-04-2023,C3923,Consumer,USA,Austin,Home Appliances,Washing Machine,4,1433,0,573.2,6305.2,Credit Card,Returned,07-04-2023
1542,01-08-2023,C2331,Corporate,Germany,Berlin,Fashion,Shoes,3,1056,50,316.8,3434.8,Debit Card,Returned,01-08-2023
1543,06-11-2025,C8736,Corporate,Germany,Munich,Fashion,T-Shirt,5,965,0,482.5,5307.5,Credit Card,Returned,06-11-2025
1544,28-02-2025,C3758,Consumer,India,Mumbai,Groceries,Spices,2,1286,100,257.2,2729.2,Debit Card,Cancelled,28-02-2025
1545,01-09-2022,C5279,Consumer,UK,London,Fashion,Shoes,5,568,100,284,3024,Debit Card,Returned,01-09-2022
1546,11-08-2024,C9803,Corporate,India,Bangalore,Electronics,Laptop,1,1559,50,155.9,1664.9,UPI,Returned,11-08-2024
1547,25-02-2023,C6680,Corporate,India,Bangalore,Electronics,Headphones,4,555,0,222,2442,Cash,Cancelled,25-02-2023
1548,17-07-2022,C7019,Consumer,UK,Manchester,Groceries,Rice,1,1410,50,141,1501,Debit Card,Returned,17-07-2022
1549,05-03-2022,C4613,Consumer,Germany,Berlin,Groceries,Oil,5,2450,100,1225,13375,Cash,Cancelled,05-03-2022
1550,13-08-2024,C2148,Home Office,India,Bangalore,Groceries,Spices,3,1403,150,420.9,4479.9,Debit Card,Completed,13-08-2024
1551,12-01-2022,C7184,Consumer,India,Chennai,Home Appliances,Microwave,1,2943,50,294.3,3187.3,Cash,Cancelled,12-01-2022
1552,11-05-2023,C9281,Corporate,USA,San Francisco,Fashion,T-Shirt,5,541,0,270.5,2975.5,Credit Card,Completed,11-05-2023
1553,14-08-2025,C5631,Consumer,UK,London,Home Appliances,Refrigerator,3,679,50,203.7,2190.7,Net Banking,Completed,14-08-2025
1554,25-06-2024,C7471,Consumer,USA,Chicago,Electronics,Headphones,3,2154,150,646.2,6958.2,Cash,Cancelled,25-06-2024
1555,25-07-2024,C8771,Corporate,USA,Austin,Home Appliances,Washing Machine,2,1100,150,220,2270,Net Banking,Returned,25-07-2024
1556,26-01-2025,C8942,Home Office,Germany,Berlin,Electronics,Headphones,4,718,0,287.2,3159.2,UPI,Completed,26-01-2025
1557,29-03-2022,C7541,Home Office,UK,Manchester,Electronics,Mobile,1,2413,50,241.3,2604.3,Credit Card,Returned,29-03-2022
1558,17-08-2025,C9887,Home Office,UK,Manchester,Electronics,Headphones,4,2543,50,1017.2,11139.2,Credit Card,Completed,17-08-2025
1559,07-03-2023,C7145,Home Office,Germany,Berlin,Home Appliances,Microwave,5,803,0,401.5,4416.5,Cash,Returned,07-03-2023
1560,17-11-2021,C2461,Home Office,India,Delhi,Electronics,Headphones,1,236,150,23.6,109.6,Net Banking,Returned,17-11-2021
1561,30-08-2021,C8568,Home Office,Germany,Munich,Electronics,Headphones,5,2537,100,1268.5,13853.5,Debit Card,Cancelled,30-08-2021
1562,04-01-2022,C4647,Home Office,USA,Austin,Electronics,Headphones,1,1344,150,134.4,1328.4,UPI,Returned,04-01-2022
1563,13-07-2025,C5213,Corporate,Germany,Munich,Home Appliances,Microwave,1,734,50,73.4,757.4,Credit Card,Completed,13-07-2025
1564,25-05-2024,C3983,Consumer,Germany,Munich,Groceries,Oil,3,888,100,266.4,2830.4,Debit Card,Completed,25-05-2024
1565,16-08-2025,C3525,Home Office,Germany,Berlin,Fashion,Jeans,1,2131,0,213.1,2344.1,Credit Card,Returned,16-08-2025
1566,15-07-2021,C1233,Home Office,Germany,Berlin,Fashion,Shoes,3,1296,150,388.8,4126.8,Credit Card,Completed,15-07-2021
1567,18-08-2022,C6404,Corporate,UK,Manchester,Fashion,Shoes,4,1593,0,637.2,7009.2,Debit Card,Completed,18-08-2022
1568,09-11-2021,C6376,Corporate,USA,San Francisco,Groceries,Spices,4,1789,100,715.6,7771.6,Credit Card,Returned,09-11-2021
1569,09-05-2021,C8563,Home Office,UK,London,Home Appliances,Microwave,3,2850,50,855,9355,Debit Card,Completed,09-05-2021
1570,27-12-2023,C4403,Home Office,India,Chennai,Fashion,Jeans,4,506,0,202.4,2226.4,UPI,Cancelled,27-12-2023
1571,29-12-2025,C2250,Consumer,UK,Manchester,Electronics,Mobile,4,1815,0,726,7986,Credit Card,Returned,29-12-2025
1572,10-02-2022,C3386,Consumer,USA,Chicago,Groceries,Rice,2,1479,50,295.8,3203.8,Debit Card,Cancelled,10-02-2022
1573,04-05-2025,C5452,Home Office,UK,Manchester,Fashion,Jeans,3,2508,0,752.4,8276.4,Net Banking,Returned,04-05-2025
1574,04-02-2025,C3139,Consumer,Germany,Munich,Home Appliances,Microwave,1,805,0,80.5,885.5,Net Banking,Cancelled,04-02-2025
1575,23-12-2021,C5685,Consumer,USA,Chicago,Groceries,Spices,4,1518,150,607.2,6529.2,Credit Card,Cancelled,23-12-2021
1576,19-09-2025,C5918,Home Office,Germany,Munich,Home Appliances,Microwave,2,1255,50,251,2711,Net Banking,Returned,19-09-2025
1577,18-10-2021,C9669,Corporate,India,Chennai,Electronics,Mobile,1,2843,100,284.3,3027.3,Debit Card,Cancelled,18-10-2021
1578,30-07-2022,C1523,Consumer,Germany,Munich,Groceries,Oil,1,705,150,70.5,625.5,UPI,Returned,30-07-2022
1579,02-09-2024,C3193,Corporate,Germany,Munich,Home Appliances,Washing Machine,5,2357,0,1178.5,12963.5,Net Banking,Completed,02-09-2024
1580,09-06-2021,C3346,Consumer,India,Chennai,Electronics,Mobile,2,2012,0,402.4,4426.4,UPI,Completed,09-06-2021
1581,04-01-2021,C8329,Corporate,USA,New York,Groceries,Rice,3,2602,0,780.6,8586.6,Debit Card,Returned,04-01-2021
1582,08-09-2022,C9896,Home Office,India,Delhi,Electronics,Laptop,1,2225,100,222.5,2347.5,Credit Card,Completed,08-09-2022
1583,21-04-2022,C8746,Corporate,USA,Austin,Fashion,Jeans,3,1082,0,324.6,3570.6,Credit Card,Completed,21-04-2022
1584,04-04-2021,C9954,Corporate,USA,New York,Groceries,Rice,3,364,100,109.2,1101.2,Net Banking,Returned,04-04-2021
1585,16-05-2022,C5361,Corporate,India,Chennai,Electronics,Mobile,4,676,100,270.4,2874.4,Credit Card,Cancelled,16-05-2022
1586,09-07-2022,C6557,Consumer,India,Bangalore,Groceries,Oil,5,2334,100,1167,12737,Debit Card,Returned,09-07-2022
1587,03-01-2025,C2303,Consumer,UK,Manchester,Home Appliances,Microwave,2,2443,100,488.6,5274.6,Net Banking,Returned,03-01-2025
1588,27-09-2023,C7648,Home Office,USA,Chicago,Home Appliances,Microwave,4,1795,0,718,7898,Cash,Returned,27-09-2023
1589,29-01-2021,C1848,Home Office,India,Bangalore,Home Appliances,Refrigerator,4,660,0,264,2904,Credit Card,Cancelled,29-01-2021
1590,28-05-2022,C7835,Corporate,UK,London,Groceries,Rice,3,853,50,255.9,2764.9,UPI,Cancelled,28-05-2022
1591,26-09-2025,C6908,Consumer,Germany,Berlin,Electronics,Laptop,2,2389,0,477.8,5255.8,Net Banking,Returned,26-09-2025
1592,05-06-2022,C7133,Home Office,Germany,Berlin,Fashion,Shoes,5,2813,0,1406.5,15471.5,Debit Card,Cancelled,05-06-2022
1593,12-02-2024,C1577,Home Office,India,Delhi,Groceries,Spices,2,2571,0,514.2,5656.2,Credit Card,Returned,12-02-2024
1594,11-07-2021,C3249,Consumer,UK,Manchester,Groceries,Spices,2,2849,100,569.8,6167.8,Debit Card,Returned,11-07-2021
1595,08-06-2024,C2006,Home Office,India,Bangalore,Groceries,Oil,4,1437,100,574.8,6222.8,Debit Card,Returned,08-06-2024
1596,26-03-2025,C4174,Consumer,UK,London,Groceries,Rice,5,466,100,233,2463,Cash,Completed,26-03-2025
1597,16-11-2022,C9532,Consumer,India,Chennai,Groceries,Oil,4,2683,150,1073.2,11655.2,Debit Card,Cancelled,16-11-2022
1598,30-03-2023,C4801,Corporate,UK,Manchester,Fashion,T-Shirt,2,789,0,157.8,1735.8,UPI,Cancelled,30-03-2023
1599,03-08-2023,C6596,Corporate,Germany,Munich,Electronics,Laptop,5,1443,50,721.5,7886.5,Net Banking,Cancelled,03-08-2023
1600,21-07-2024,C2594,Consumer,Germany,Munich,Groceries,Rice,2,1798,0,359.6,3955.6,UPI,Returned,21-07-2024
1601,02-05-2025,C6540,Home Office,India,Delhi,Electronics,Headphones,3,2703,0,810.9,8919.9,Net Banking,Completed,02-05-2025
1602,27-02-2022,C3223,Consumer,USA,San Francisco,Electronics,Mobile,2,2458,50,491.6,5357.6,UPI,Returned,27-02-2022
1603,19-10-2023,C6412,Consumer,USA,San Francisco,Groceries,Rice,3,2103,0,630.9,6939.9,Credit Card,Returned,19-10-2023
1604,27-05-2022,C4984,Consumer,UK,London,Fashion,T-Shirt,3,693,50,207.9,2236.9,UPI,Returned,27-05-2022
1605,19-10-2022,C3054,Home Office,UK,Manchester,Fashion,T-Shirt,5,1022,0,511,5621,Debit Card,Completed,19-10-2022
1606,13-04-2021,C4304,Consumer,UK,London,Groceries,Rice,3,1392,100,417.6,4493.6,Net Banking,Cancelled,13-04-2021
1607,13-02-2025,C3516,Corporate,UK,Manchester,Groceries,Rice,3,1531,50,459.3,5002.3,Debit Card,Completed,13-02-2025
1608,17-02-2021,C3042,Home Office,India,Mumbai,Home Appliances,Washing Machine,3,1240,100,372,3992,Cash,Returned,17-02-2021
1609,14-05-2023,C8141,Consumer,Germany,Munich,Electronics,Headphones,3,548,0,164.4,1808.4,Credit Card,Cancelled,14-05-2023
1610,22-05-2022,C8557,Corporate,USA,New York,Groceries,Rice,1,2448,150,244.8,2542.8,UPI,Cancelled,22-05-2022
1611,28-10-2025,C1396,Home Office,India,Chennai,Electronics,Mobile,1,1115,0,111.5,1226.5,Credit Card,Completed,28-10-2025
1612,08-08-2022,C6699,Corporate,Germany,Berlin,Fashion,Jeans,2,1601,0,320.2,3522.2,Net Banking,Cancelled,08-08-2022
1613,01-09-2025,C4302,Corporate,USA,San Francisco,Electronics,Headphones,4,2800,0,1120,12320,Cash,Completed,01-09-2025
1614,07-11-2022,C3656,Home Office,India,Bangalore,Electronics,Laptop,5,841,100,420.5,4525.5,Cash,Returned,07-11-2022
1615,08-04-2024,C9588,Home Office,UK,Manchester,Groceries,Rice,3,1695,50,508.5,5543.5,UPI,Cancelled,08-04-2024
1616,05-07-2022,C6038,Corporate,USA,New York,Groceries,Spices,4,1592,150,636.8,6854.8,Cash,Completed,05-07-2022
1617,22-11-2025,C3530,Home Office,Germany,Berlin,Home Appliances,Refrigerator,1,534,0,53.4,587.4,Net Banking,Cancelled,22-11-2025
1618,25-12-2024,C4713,Consumer,USA,Austin,Groceries,Rice,3,284,150,85.2,787.2,UPI,Completed,25-12-2024
1619,13-09-2021,C3032,Corporate,Germany,Berlin,Fashion,T-Shirt,3,1507,150,452.1,4823.1,Cash,Cancelled,13-09-2021
1620,19-12-2022,C9307,Home Office,UK,Manchester,Home Appliances,Washing Machine,5,1447,100,723.5,7858.5,Net Banking,Cancelled,19-12-2022
1621,20-01-2023,C2118,Consumer,USA,New York,Groceries,Oil,1,2685,0,268.5,2953.5,Net Banking,Completed,20-01-2023
1622,19-10-2021,C1910,Home Office,Germany,Munich,Electronics,Headphones,2,1076,150,215.2,2217.2,Cash,Returned,19-10-2021
1623,07-08-2024,C1359,Consumer,USA,New York,Groceries,Rice,3,973,0,291.9,3210.9,Debit Card,Completed,07-08-2024
1624,23-08-2025,C9190,Home Office,Germany,Berlin,Home Appliances,Washing Machine,1,2679,100,267.9,2846.9,UPI,Completed,23-08-2025
1625,05-10-2022,C8868,Home Office,UK,London,Groceries,Oil,3,1464,50,439.2,4781.2,Cash,Completed,05-10-2022
1626,16-07-2024,C5691,Consumer,UK,Manchester,Groceries,Rice,3,2515,0,754.5,8299.5,Debit Card,Cancelled,16-07-2024
1627,10-07-2024,C2866,Corporate,Germany,Munich,Groceries,Oil,4,365,0,146,1606,Debit Card,Cancelled,10-07-2024
1628,27-06-2024,C5904,Home Office,UK,London,Home Appliances,Washing Machine,2,1247,0,249.4,2743.4,Debit Card,Cancelled,27-06-2024
1629,05-09-2025,C5669,Home Office,Germany,Berlin,Home Appliances,Microwave,4,2222,0,888.8,9776.8,UPI,Returned,05-09-2025
1630,14-07-2024,C2494,Home Office,USA,Austin,Fashion,Shoes,2,2306,50,461.2,5023.2,Credit Card,Cancelled,14-07-2024
1631,10-03-2024,C2127,Home Office,Germany,Berlin,Groceries,Spices,4,1763,0,705.2,7757.2,Debit Card,Completed,10-03-2024
1632,31-12-2021,C8762,Consumer,USA,Chicago,Groceries,Rice,5,2239,0,1119.5,12314.5,Debit Card,Returned,31-12-2021
1633,20-05-2024,C9423,Consumer,UK,Manchester,Electronics,Mobile,2,2162,100,432.4,4656.4,Credit Card,Cancelled,20-05-2024
1634,03-03-2024,C5335,Corporate,USA,New York,Fashion,Jeans,3,2363,100,708.9,7697.9,Net Banking,Completed,03-03-2024
1635,29-12-2022,C7861,Consumer,USA,Austin,Electronics,Mobile,2,767,150,153.4,1537.4,Cash,Cancelled,29-12-2022
1636,10-10-2022,C5773,Home Office,USA,New York,Fashion,Jeans,2,338,100,67.6,643.6,Net Banking,Returned,10-10-2022
1637,17-02-2021,C2935,Home Office,USA,New York,Groceries,Oil,5,244,0,122,1342,Credit Card,Completed,17-02-2021
1638,20-06-2023,C8356,Consumer,UK,Manchester,Groceries,Rice,1,1500,50,150,1600,Net Banking,Completed,20-06-2023
1639,08-09-2025,C4311,Home Office,India,Bangalore,Fashion,Shoes,4,2759,50,1103.6,12089.6,Debit Card,Completed,08-09-2025
1640,05-02-2025,C4571,Corporate,USA,Austin,Groceries,Oil,2,829,0,165.8,1823.8,Credit Card,Cancelled,05-02-2025
1641,17-04-2021,C1131,Home Office,Germany,Berlin,Electronics,Laptop,2,2268,100,453.6,4889.6,Net Banking,Cancelled,17-04-2021
1642,16-06-2025,C6857,Home Office,India,Delhi,Groceries,Rice,3,1511,150,453.3,4836.3,UPI,Completed,16-06-2025
1643,16-11-2024,C5158,Consumer,Germany,Berlin,Groceries,Rice,1,803,100,80.3,783.3,Credit Card,Completed,16-11-2024
1644,06-03-2025,C5140,Home Office,Germany,Berlin,Fashion,T-Shirt,3,1892,0,567.6,6243.6,UPI,Completed,06-03-2025
1645,24-02-2021,C9881,Corporate,India,Mumbai,Fashion,Jeans,1,1736,50,173.6,1859.6,Net Banking,Cancelled,24-02-2021
1646,28-03-2024,C8878,Home Office,Germany,Berlin,Home Appliances,Washing Machine,2,1410,150,282,2952,Cash,Completed,28-03-2024
1647,06-02-2024,C5017,Home Office,UK,London,Home Appliances,Refrigerator,2,1727,150,345.4,3649.4,Credit Card,Returned,06-02-2024
1648,11-03-2024,C6443,Corporate,India,Delhi,Home Appliances,Washing Machine,2,392,0,78.4,862.4,UPI,Returned,11-03-2024
1649,15-09-2022,C3228,Home Office,India,Delhi,Electronics,Laptop,1,324,0,32.4,356.4,Debit Card,Cancelled,15-09-2022
1650,23-11-2022,C7432,Corporate,UK,Manchester,Fashion,Shoes,3,2206,100,661.8,7179.8,Net Banking,Completed,23-11-2022
1651,22-05-2022,C7866,Corporate,USA,Austin,Groceries,Spices,4,1583,0,633.2,6965.2,Net Banking,Completed,22-05-2022
1652,07-05-2021,C8326,Home Office,UK,Manchester,Groceries,Rice,5,1947,0,973.5,10708.5,Cash,Returned,07-05-2021
1653,11-02-2024,C9266,Corporate,USA,San Francisco,Electronics,Mobile,1,2300,100,230,2430,Debit Card,Cancelled,11-02-2024
1654,12-05-2024,C6725,Corporate,USA,Austin,Home Appliances,Washing Machine,4,2922,0,1168.8,12856.8,Net Banking,Completed,12-05-2024
1655,04-07-2022,C9330,Consumer,India,Delhi,Electronics,Mobile,1,344,0,34.4,378.4,Cash,Cancelled,04-07-2022
1656,11-05-2021,C5733,Home Office,UK,Manchester,Electronics,Laptop,1,525,150,52.5,427.5,Net Banking,Returned,11-05-2021
1657,22-09-2025,C3113,Consumer,Germany,Munich,Electronics,Laptop,4,2584,50,1033.6,11319.6,UPI,Returned,22-09-2025
1658,06-05-2025,C5019,Home Office,India,Chennai,Electronics,Laptop,4,1850,150,740,7990,Credit Card,Returned,06-05-2025
1659,12-01-2024,C2761,Consumer,UK,Manchester,Groceries,Spices,5,1488,100,744,8084,Net Banking,Returned,12-01-2024
1660,12-04-2022,C8285,Corporate,UK,Manchester,Electronics,Laptop,2,2518,150,503.6,5389.6,Cash,Completed,12-04-2022
1661,16-10-2021,C1366,Home Office,USA,New York,Home Appliances,Refrigerator,1,1557,150,155.7,1562.7,Credit Card,Cancelled,16-10-2021
1662,06-01-2021,C6170,Corporate,Germany,Berlin,Electronics,Headphones,2,975,100,195,2045,Net Banking,Completed,06-01-2021
1663,14-04-2021,C7440,Consumer,India,Chennai,Electronics,Laptop,5,351,0,175.5,1930.5,Cash,Completed,14-04-2021
1664,18-06-2023,C6744,Corporate,UK,London,Groceries,Spices,1,1239,0,123.9,1362.9,Cash,Completed,18-06-2023
1665,16-12-2022,C9701,Corporate,India,Bangalore,Groceries,Rice,1,1311,100,131.1,1342.1,UPI,Returned,16-12-2022
1666,22-09-2024,C2566,Home Office,UK,London,Electronics,Laptop,2,1223,50,244.6,2640.6,Cash,Cancelled,22-09-2024
1667,04-12-2021,C1099,Corporate,USA,Chicago,Fashion,Shoes,2,1656,150,331.2,3493.2,UPI,Completed,04-12-2021
1668,22-08-2025,C6400,Home Office,UK,Manchester,Groceries,Rice,2,2584,0,516.8,5684.8,UPI,Returned,22-08-2025
1669,14-09-2024,C8521,Consumer,USA,New York,Groceries,Spices,4,1701,0,680.4,7484.4,UPI,Returned,14-09-2024
1670,28-10-2023,C8399,Consumer,UK,London,Home Appliances,Refrigerator,4,2893,0,1157.2,12729.2,Net Banking,Completed,28-10-2023
1671,30-09-2024,C5584,Corporate,UK,London,Home Appliances,Refrigerator,2,1499,100,299.8,3197.8,Net Banking,Completed,30-09-2024
1672,20-10-2024,C4236,Home Office,UK,Manchester,Home Appliances,Microwave,4,2753,50,1101.2,12063.2,Debit Card,Completed,20-10-2024
